S.No,Store Name,Address,Pincode,City,State,Phone,Store Page URL
698,"Pizza Hut - Banjara Hills, Hyderabad","D, No 8, 2-740/15, Road Number 12, opp. Dadu's Sweet House, Amudi Nagar, Bhola Nagar, Banjara Hills, Hyderabad, Telangana, India",500028,Hyderabad,Telangana,086556 16112,https://restaurants.pizzahut.co.in/pizza-hut-banjara-hills-pizza-restaurant-banjara-hills-hyderabad-23567/Home
699,"Pizza Hut - Beerumguda, Hyderabad","Door No 14/81/60/1/12/A/1, Ground Floor, Beerumguda, Ameenpur, Hyderabad, Telangana, India",502032,Hyderabad,Telangana,086556 16122,https://restaurants.pizzahut.co.in/pizza-hut-sapphire-foods-pizzerias-ameenpur-hyderabad-243593/Home
700,"Pizza Hut - Boduppal, Hyderabad","Shop No 5/107/2, Survey No 47, Buddha Nagar, Peerzadiguda, Boduppal, Hyderabad, Telangana, India",500092,Hyderabad,Telangana,098995 14284,https://restaurants.pizzahut.co.in/pizza-hut-ph-peerzadiguda-boduppal-pizza-restaurant-boduppal-hyderabad-129268/Home
701,"Pizza Hut - Chandanagar, Serilingampally",,500050,Hyderabad,Telangana,,https://restaurants.pizzahut.co.in/pizza-hut-chandanagar-serilingampally-in-telangana-hyderabad-serilingampally-19678/Home
702,"Pizza Hut - Chintal Road, Hyderabad","Gr Flr, Rukmini Estates, Plot No 1 & 16, Main Road, Chinthal, Quthbullapur, Hyderabad, Telangana, India",500037,Hyderabad,Telangana,084472 01821,https://restaurants.pizzahut.co.in/pizza-hut-ph-chintal-road-hyderabad-pizza-restaurant-quthbullapur-hyderabad-129605/Home
703,"Pizza Hut - DSL Virtue Mall Uppal, Hyderabad",,500039,Hyderabad,Telangana,,https://restaurants.pizzahut.co.in/pizza-hut-ph-dsl-virtue-mall-uppal-pizza-restaurant-uppal-hyderabad-108231/Home
704,"Pizza Hut - GSM Mall, Hyderabad","3rd Floor, Food Court, GSM Mall, Madinaguda, Opposite to My Home Jewel Apartments, Hyderabad, Telangana, India",500049,Hyderabad,Telangana,086556 16123,https://restaurants.pizzahut.co.in/pizza-hut-madinaguda-pizza-restaurant-madinaguda-hyderabad-67014/Home
705,"Pizza Hut - GVK One, Hyderabad","Cafe 6/3/251, 251/1 & 251/5/6/7, Banjara Hills, Hyderabad, Telangana, India",500034,Hyderabad,Telangana,086556 16126,https://restaurants.pizzahut.co.in/pizza-hut-banjara-hills-pizza-takeaway-banjara-hills-hyderabad-44224/Home
706,"Pizza Hut - Gachi Bowli, Hyderabad","PN 126, Vinayak Nagar, Gachibowli, Opposite Himgiri Hospital, Hyderabad, Telangana, India",500032,Hyderabad,Telangana,089290 77607,https://restaurants.pizzahut.co.in/pizza-hut-gachibowli-pizza-delivery-gachibowli-hyderabad-1331/Home
707,"Pizza Hut - Gudimalkapur, Hyderabad","Inner Ring Road, Noor Ghat, Gudi Malkapur, Mehdipatnam, Hyderabad, Telangana, India",500028,Hyderabad,Telangana,085108 40796,https://restaurants.pizzahut.co.in/pizza-hut-ph-gudimalkapur-mehdipatnam-pizzerias-mehdipatnam-hyderabad-235129/Home
708,"Pizza Hut - Himayath Nagar, Hyderabad","No 3/6/269/G3 to G5 & G8, Gowlikar House, Narayanguda Road, Himayatnagar, Near AP State Housing Board, Hyderabad, Telangana, India",500029,Hyderabad,Telangana,084473 18285,https://restaurants.pizzahut.co.in/pizza-hut-ph-himayatnagar-hyderabad-pizza-restaurant-himayatnagar-hyderabad-128720/Home
709,"Pizza Hut - Jubilee Hills, Hyderabad","No 2, Plot No 120, Divya Sai Enclave, HN 8/2/293/82/A/23, Rd No 5, Jubilee Hills, Hyderabad, Telangana, India",500033,Hyderabad,Telangana,070650 12929,https://restaurants.pizzahut.co.in/pizza-hut-ph-jubilee-hills-hyderabad-pizza-restaurant-jubilee-hills-hyderabad-121156/Home
710,"Pizza Hut - KPHB Metro Station, Hyderabad","Concourse Level, KPHB Metro Station, Kukatpally, Hyderabad, Telangana, India",500072,Hyderabad,Telangana,098731 43978,https://restaurants.pizzahut.co.in/pizza-hut-ph-kphb-metro-station-hyderabad-pizza-restaurant-kukatpally-hyderabad-130522/Home
711,"Pizza Hut - Kachiguda, Hyderabad","Shop No 03, Gr Flr, Ganeriwal Complex, Kachiguda Station Road, Opposite Kumar Theater, Hyderabad, Telangana, India",500027,Hyderabad,Telangana,098992 71564,https://restaurants.pizzahut.co.in/pizza-hut-ph-kachiguda-hyderabad-pizza-restaurant-kachiguda-station-road-hyderabad-130360/Home
712,"Pizza Hut - Karmanghat, Hyderabad","D No 10/1/74/8/2, Thapovan Colony, Sai Nagar,Champapet Rd,Saroor Nagar East, Karmanghat, Hyderabad, Telangana, India",500079,Hyderabad,Telangana,098992 93750,https://restaurants.pizzahut.co.in/pizza-hut-ph-karmanghat-hyderabad-pizza-restaurant-saroor-nagar-east-hyderabad-110317/Home
713,"Pizza Hut - Kompally, Hyderabad","Survey No, NCL Habitats, 95/1, near Tirupati Electronics, Kompally, Hyderabad, Telangana, India",500067,Hyderabad,Telangana,086556 16114,https://restaurants.pizzahut.co.in/pizza-hut-kompally-pizza-restaurant-kompally-hyderabad-26832/Home
714,"Pizza Hut - Kothapet Nagole Road, Hyderabad","SN 01, H No 11/7/143, Dayakar Reddy Bldg, Huda Colony,Saroor Nagar, Hyderabad, Telangana, India",500035,Hyderabad,Telangana,098995 59120,https://restaurants.pizzahut.co.in/pizza-hut-ph-kothapet-nagole-road-pizza-restaurant-saroor-nagar-hyderabad-121886/Home
715,"Pizza Hut - L&T Mall, Hyderabad","Sy 1,1/2,1/3,3/2,6/1 & 6/2, L&T Mall, Nagarjuna Hills, Next To Punjagutta Mall, Hyderabad, Telangana, India",500034,Hyderabad,Telangana,086556 89166,https://restaurants.pizzahut.co.in/pizza-hut-nagarjuna-hills-pizza-restaurant-nagarjuna-hills-hyderabad-24826/Home
716,"Pizza Hut - L&T Moosarambagh, Hyderabad","L5, 4th Floor, L&T Metro Rail Mal, Food Court, Moosarambagh, Hyderabad, Telangana, India",500036,Hyderabad,Telangana,089299 64564,https://restaurants.pizzahut.co.in/pizza-hut-moosarambagh-pizza-restaurant-moosarambagh-hyderabad-81398/Home
717,"Pizza Hut - LB Nagar, Hyderabad","Plot No 67, Chandrapuri Colony, LB Nagar,Road No 4,Saroornagar, Hyderabad, Telangana, India",500074,Hyderabad,Telangana,086556 16116,https://restaurants.pizzahut.co.in/pizza-hut-saroornagar-pizza-restaurant-saroornagar-hyderabad-67062/Home
718,"Pizza Hut - Level C, Hyderabad Airport","No 5, Aero Plaza, Level C, Parking Level, Rajiv Gandhi Intnl Airport, Shamshabad, Hyderabad, Telangana, India",501218,Hyderabad,Telangana,090103 40446,https://restaurants.pizzahut.co.in/pizza-hut-ph-airport-hyderabad-pizza-restaurant-shamshabad-hyderabad-123074/Home
719,"Pizza Hut - Madhapur, Hyderabad","No 198/6/51, next to Airtel customer service, Arunodaya Colony, Hyderabad, Telangana, India",500081,Hyderabad,Telangana,086556 16115,https://restaurants.pizzahut.co.in/pizza-hut-arunodaya-colony-pizza-restaurant-arunodaya-colony-hyderabad-1169/Home
720,"Pizza Hut - Malkajgiri, Hyderabad",,500057,Hyderabad,Telangana,,https://restaurants.pizzahut.co.in/pizza-hut-ph-malkajgiri-pizza-restaurant-malkajgiri-hyderabad-125770/Home
721,"Pizza Hut - Miyapur, Hyderabad","Jayabharthis Kalpana, Mumbai Road, Miyapur, Hyderabad, Telangana, India",500049,Hyderabad,Telangana,098992 72448,https://restaurants.pizzahut.co.in/pizza-hut-miyapur-pizza-restaurant-miyapur-hyderabad-1328/Home
722,"Pizza Hut - Moosapet, Hyderabad","D No 10/135/7, Gr Flr, Anjaneya Nagar, Green Hills Rd, Moosapet, Near AGI Colony, Hyderabad, Telangana, India",500018,Hyderabad,Telangana,083769 05213,https://restaurants.pizzahut.co.in/pizza-hut-ph-green-hills-road-moosapet-pizza-restaurant-moosapet-hyderabad-125077/Home
723,"Pizza Hut - Nagaram, Secunderabad","Pizza Hut, Ground Floor, Plot No.1, Survey No.227, Block No.9, Kushaiguda under Kapra Municipality, Keesara Mandal, Rangareddy, Kapra Circle No.1, Hyderabad, Telangana, India",500062,Hyderabad,Telangana,098991 89751,https://restaurants.pizzahut.co.in/pizza-hut-ph-nagaram-hyderabad-pizzerias-secunderabad-hyderabad-180267/Home
724,"Pizza Hut - Praga Mall, Hyderabad","3rd Flr, Praga Mall Food Court, Bholakpur, Kavadiguda, Venkateswar Colony, Secunderabad, Hyderabad, Telangana, India",500080,Hyderabad,Telangana,098996 08710,https://restaurants.pizzahut.co.in/pizza-hut-ph-praga-mall-hyderabad-pizza-restaurant-venkateswar-colony-hyderabad-146778/Home
725,"Pizza Hut - Pragathinagar, Hyderabad","H No 06, G9FW+87V Lahari Estates, 53/1519 to 1527, Pragathi Nagar, Hyderabad, Telangana, India",500090,Hyderabad,Telangana,089291 07398,https://restaurants.pizzahut.co.in/pizza-hut-ph-pragathi-nagar-hyderabad-pizza-restaurant-pragathi-nagar-rangareddy-166841/Home
726,"Pizza Hut - Prasad Imax, Hyderabad","Ground Floor, Prasadz Multiplex, Khairtabad, Hyderabad, Telangana, India",500063,Hyderabad,Telangana,086556 16137,https://restaurants.pizzahut.co.in/pizza-hut-ph-imax-pizza-restaurant-khairtabad-hyderabad-123956/Home
727,"Pizza Hut - RMZ Hitech City Main Rd Madhapur, Hyderabad","No 10, 1st Floor, The Skyview, Sy No 83/1, Hitech City Main Rd, Raidurgam, Hyderabad, Telangana, India",500081,Hyderabad,Telangana,089290 39408,https://restaurants.pizzahut.co.in/pizza-hut-ph-rmz-skyview-hyderabad-pizzerias-raidurgam-hyderabad-185507/Home
728,"Pizza Hut - SD Road, Hyderabad","Shop No 1 & 2, No 1/1/58/1 & 2, SD Road, Hyderabad, Telangana, India",500003,Hyderabad,Telangana,086556 16159,https://restaurants.pizzahut.co.in/pizza-hut-sd-road-pizzerias-sd-road-hyderabad-219341/Home
729,"Pizza Hut - SR Nagar, Hyderabad","Shop No 7/1/621/275, MIG 260/3RT, Sanjeev Reddy Nagar, Opposite HDFC LTD, Hyderabad, Telangana, India",500038,Hyderabad,Telangana,086556 16119,https://restaurants.pizzahut.co.in/pizza-hut-sanjeev-reddy-nagar-pizza-restaurant-sanjeev-reddy-nagar-hyderabad-44205/Home
730,"Pizza Hut - Saket Road Kapra, Hyderabad","Plot No 2, Sree Nagar Colony,Saket Road,Kapra, Hyderabad, Telangana, India",500062,Hyderabad,Telangana,098991 89753,https://restaurants.pizzahut.co.in/pizza-hut-ph-saket-road-kapra-pizzerias-kapra-hyderabad-304307/Home
731,"Pizza Hut - Sanathnagar, Hyderabad","Shehnai Function Hall, SKY Mall, Main Road, Czech Colony, Sanath Nagar, Hyderabad, Telangana, India",500018,Hyderabad,Telangana,085888 12823,https://restaurants.pizzahut.co.in/pizza-hut-ph-sanath-nagar-hyderabad-pizzerias-sanath-nagar-hyderabad-180264/Home
732,"Pizza Hut - Santosh Nagar, Hyderabad","Door No 9/7/211, Ground Floor, Santosh Nagar, Beside Yadagiri Theatre, Hyderabad, Telangana, India",500079,Hyderabad,Telangana,086556 16152,https://restaurants.pizzahut.co.in/pizza-hut-santosh-nagar-pizzerias-santosh-nagar-hyderabad-258279/Home
733,"Pizza Hut - Sarath City Capital Mall, Hyderabad","LGF, Sarath City Capital Mall, Whitefield,HITEC City,Kondapur, Gachibowli Miyapur Road, Hyderabad, Telangana, India",500084,Hyderabad,Telangana,086556 89241,https://restaurants.pizzahut.co.in/pizza-hut-sarath-city-capital-mall-pizza-restaurant-kondapur-hyderabad-60339/Home
734,"Pizza Hut - Shivam road, Hyderabad","Flat No 103 & 203, SPICA Apartments, Bearing No 2/2/1130/8&8/A1, New Nallakunta, Hyderabad, Telangana, India",500044,Hyderabad,Telangana,086556 16138,https://restaurants.pizzahut.co.in/pizza-hut-new-nallakunta-pizza-restaurant-new-nallakunta-hyderabad-98959/Home
735,"Pizza Hut - Suncity, Hyderabad","Plot No 10, Ground & 1st Floor, Suncity, Survey No 9/7, Hydershakote, Hyderabad, Telangana, India",500091,Hyderabad,Telangana,098995 15079,https://restaurants.pizzahut.co.in/pizza-hut-ph-suncity-hyderabad-pizza-restaurant-hydershakote-hyderabad-121208/Home
736,"Pizza Hut - Toli Chowki, Hyderabad","8/1/301/303, 1st Floor, West World, Aziz Bagh Colony,D Block,Toli Chowki, Shaikpet Road, Hyderabad, Telangana, India",500008,Hyderabad,Telangana,098991 87983,https://restaurants.pizzahut.co.in/pizza-hut-toli-chowki-pizza-restaurant-toli-chowki-hyderabad-105723/Home
737,"Pizza Hut - Christian Colony Rd, Karimnagar","H No 3/1 & 347/1, Ground Floor, Christian Colony Road, Opposite HDFC Bank, Karimnagar, Telangana, India",505001,Karimnagar,Telangana,086556 89236,https://restaurants.pizzahut.co.in/pizza-hut-ph-karimnagar-pizza-restaurant-christian-colony-road-karimnagar-118368/Home
738,"Pizza Hut - Ashok Nagar, Telangana","Shop No B/1, Sy No 21, 229 to 232,Gr Flr, Ramachandrapuram, Ashok Nagar, Opposite to Jyothi Theatre, Medak, Telangana, India",502302,Medak,Telangana,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-ashok-nagar-hyd-pizza-restaurant-ashok-nagar-medak-136182/Home
739,"Pizza Hut - Bachupally, Hyderabad","G5 & G10, Sy No 267 & 269, Siri Estate, Bachupally, Gram Panchayat, Qutbullapur, Medchal Malkajgiri, Telangana, India",500055,Medchal Malkajgiri,Telangana,089290 77623,https://restaurants.pizzahut.co.in/pizza-hut-qutbullapur-pizzerias-qutbullapur-medchal-malkajgiri-107790/Home
740,"Pizza Hut - Bollarum Road Kompally, Hyderabad","SN A1 & A2, DN 1/115/1, Karuna Arcade, Kompally, Medchal, Qutbullapur, Medchal Malkajgiri, Telangana, India",500055,Medchal Malkajgiri,Telangana,086556 16147,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-kompally-2-pizzerias-qutbullapur-medchal-malkajgiri-171698/Home
741,"Pizza Hut - Medchal Malkajgiri, Telangana","Plot No 1086 & 1087, Srinivasa Enclave, Gajularamaram, Medchal Malkajgiri, Telangana, India",500055,Medchal Malkajgiri,Telangana,078350 47338,https://restaurants.pizzahut.co.in/pizza-hut-medchal-malkajgiri-telangana-in-telangana-medchal-malkajgiri-gajularamaram-21779/Home
742,"Pizza Hut - Clock Tower Road, Nalgonda","Sri Lakshmi Narasimha Swamy Colony, Main Road, Sai Sree Colony, Nalgonda, Telangana, India",508001,Nalgonda,Telangana,097115 84724,https://restaurants.pizzahut.co.in/pizza-hut-ph-clock-tower-road-nalgonda-pizzerias-sai-sree-colony-nalgonda-185499/Home
743,"Pizza Hut - Kapil Tower, Hyderabad","No 01, Sy No 115/1, ISB Road, Financial District, Gachibowli, Nanakramguda, Telangana, India",500032,Nanakramguda,Telangana,089296 45685,https://restaurants.pizzahut.co.in/pizza-hut-nanakramguda-pizza-delivery-nanakramguda-hyderabad-1327/Home
744,"Pizza Hut - Venu Mall, Nizamabad","Shop No F3, 1st Floor, Venu Mall, Hyderabad Rd, Phulong Bridge, Pragathi Ngr, Nizamabad, Telangana, India",503001,Nizamabad,Telangana,098664 43581,https://restaurants.pizzahut.co.in/pizza-hut-ph-venu-mall-nizamabad-pizza-restaurant-pragathi-ngr-nizamabad-123742/Home
745,"Pizza Hut - Khajaguda, Hyderabad","4, Divyashree Techridge Commercial Cplx, Lanco Hills IT Park, Khajaguda, Rangareddy, Telangana, India",500089,Rangareddy,Telangana,098994 45714,https://restaurants.pizzahut.co.in/pizza-hut-ph-khajaguda-hyderabad-pizza-restaurant-khajaguda-rangareddy-136288/Home
746,"Pizza Hut - Kokapet, Hyderabad","Plot No 1 to 4, Power Welfare Society, Phoenix Greens School Rd, Kokapet, Rangareddy, Telangana, India",500075,Rangareddy,Telangana,089290 40190,https://restaurants.pizzahut.co.in/pizza-hut-ph-kokapet-hyderabad-pizza-restaurant-kokapet-rangareddy-125850/Home
747,"Pizza Hut - Lingampally, Hyderabad","Plot No 22, Ground Floor, Nallagandla Road, Serilingampally, Beside Caf, Rangareddy, Telangana, India",500019,Rangareddy,Telangana,086556 16118,https://restaurants.pizzahut.co.in/pizza-hut-serilingampally-pizzerias-serilingampally-rangareddy-31962/Home
748,"Pizza Hut - Manikonda, Hyderabad","Plot No 35 & 36, Ground Floor, Lanco Hills, Manikonda, Beside Harivillu Apartments, Rangareddy, Telangana, India",500089,Rangareddy,Telangana,086556 16120,https://restaurants.pizzahut.co.in/pizza-hut-manikonda-pizza-restaurant-manikonda-rangareddy-92134/Home
749,"Pizza Hut - New Bowenpally, Secunderabad",,500011,Secunderabad,Telangana,,https://restaurants.pizzahut.co.in/pizza-hut-new-bowenpally-secunderabad-in-telangana-secunderabad-new-bowenpally-53758/Home
750,"Pizza Hut - MG Road, Warangal","80, Gr, Sai Towers, H No 11/25/79, MG Road, Warangal, Telangana, India",506002,Warangal,Telangana,086556 16130,https://restaurants.pizzahut.co.in/pizza-hut-mg-road-pizza-restaurant-mg-road-warangal-110341/Home
751,"Pizza Hut - Durga Bari Road, Agartala","Ground Floor, Palace Compound, Durgabari Road, Indranagar, Agartala, Tripura, India",799001,Agartala,Tripura,097116 18638,https://restaurants.pizzahut.co.in/pizza-hut-ph-durgabari-road-agartala-pizzerias-indranagar-agartala-188983/Home
752,"Pizza Hut - Church Road, Agra","Ground Floor, Plot No 2/27, UG 2, Commercial Complex, Church Road, Agra, Uttar Pradesh, India",282002,Agra,Uttar Pradesh,097116 25798,https://restaurants.pizzahut.co.in/pizza-hut-ph-church-road-agra-pizza-restaurant-church-road-agra-305342/Home
753,"Pizza Hut - Sikandra, Agra","Hotel Adhiraj Palace, Bodla Road,Sikandra, Opposite Kargil Petrol Pump, Agra, Uttar Pradesh, India",282007,Agra,Uttar Pradesh,070650 00694,https://restaurants.pizzahut.co.in/pizza-hut-sikandra-pizza-delivery-sikandra-agra-1315/Home
754,"Pizza Hut – Yatri Fatehabad Road, Agra","Plot no 181/1, Ground Floor, Fatehbad Road, Near Hotel Amar, Yatri Niwas, Agra, Uttar Pradesh, India",282001,Agra,Uttar Pradesh,0562 406 4051,https://restaurants.pizzahut.co.in/pizza-hut-tajganj-pizza-delivery-tajganj-agra-1195/Home
755,"Pizza Hut - Marris Road, Aligarh","Saundra House, Marris Rd, Opposite Abdullah Girls College, Aligarh, Uttar Pradesh, India",202001,Aligarh,Uttar Pradesh,097115 93853,https://restaurants.pizzahut.co.in/pizza-hut-marris-rd-pizza-restaurant-marris-rd-aligarh-1313/Home
756,"Pizza Hut - Civil Lines, Barabanki","Lucknow Faizabad Road, Civil Line, Awas Vikas Colony, Barabanki, Uttar Pradesh, India",225001,Barabanki,Uttar Pradesh,089291 17011,https://restaurants.pizzahut.co.in/pizza-hut-ph-faizabad-road-barabanki-pizza-restaurant-awas-vikas-colony-barabanki-305355/Home
757,"Pizza Hut - Phoenix United Mall, Bareilly","2nd Floor, Phoenix United Mall S43, Pilibhit Bypass Road, FCI Colony, Bareilly, Uttar Pradesh, India",243001,Bareilly,Uttar Pradesh,097119 61536,https://restaurants.pizzahut.co.in/pizza-hut-pilibhit-by-pass-rd-pizza-restaurant-pilibhit-by-pass-rd-bareilly-1311/Home
758,"Pizza Hut - D M Road, Bullandshahr","No 4/C15, Awas Vikas 1, Devpuri 2, DM Road, DM Colony, Bulandshahr, Uttar Pradesh, India",203001,Bulandshahr,Uttar Pradesh,097113 99684,https://restaurants.pizzahut.co.in/pizza-hut-ph-dm-road-bulandshahr-pizzerias-dm-colony-bulandshahr-185310/Home
759,"Pizza Hut - Eastern Peripheral Expy, Chakarpur",,201206,Chakarpur,Uttar Pradesh,,https://restaurants.pizzahut.co.in/pizza-hut-eastern-peripheral-expy-chakarpur-in-uttar-pradesh-chakarpur-milakmilk-chakarpur-73289/Home
760,"Pizza Hut - Mall of Avadh, Ayodhya","Shop No G3, Mall of Avadh, Shakti Vihar Colony, Naharbagh, Faizabad, Uttar Pradesh, India",224001,Faizabad,Uttar Pradesh,098990 74550,https://restaurants.pizzahut.co.in/pizza-hut-ph-mall-of-avadh-ayodhya-pizzerias-naharbagh-faizabad-275645/Home
761,"Pizza Hut - Salarpur, Gajraula","Food Court, NH 24, Moradabad Delhi Highway, JP Ngr, Salarpur, Gajraula, Uttar Pradesh, India",244235,Gajraula,Uttar Pradesh,089290 36583,https://restaurants.pizzahut.co.in/pizza-hut-ph-salarpur-gajraula-pizzerias-salarpur-gajraula-259072/Home
762,Pizza Hut - Yamuna Express Way,"Permanent Facility Complex, Food Court,Yamuna Express Way, Near Bikano, Gautam Buddha Nagar, Uttar Pradesh, India",203201,Gautam Buddha Nagar,Uttar Pradesh,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-yamuna-express-way-pizzerias-yamuna-express-way-gautam-buddha-nagar-6143/Home
763,"Pizza Hut - Crossing Republic, Ghaziabad","Shop No 7, Paramount Symphony, Crossing Republik, Ghaziabad, Uttar Pradesh, India",201016,Ghaziabad,Uttar Pradesh,089290 26716,https://restaurants.pizzahut.co.in/pizza-hut-crossing-republik-pizza-delivery-crossing-republik-ghaziabad-1244/Home
764,"Pizza Hut - East Delhi Mall, Delhi","UN 21 & 22, 3rd Flr, East Delhi Mall, PN 1, Kaushambi Rd, Kaushambi, Near Anand Vihar, Ghaziabad, Uttar Pradesh, India",201001,Ghaziabad,Uttar Pradesh,089290 39798,https://restaurants.pizzahut.co.in/pizza-hut-ph-edm-ghaziabad-pizza-restaurant-kaushambi-ghaziabad-169710/Home
765,"Pizza Hut - Gaur Mall, Greater Noida","No C/01B/GH/01, 3rd Flr, Gaur City Mall, Sector 04, Ghaziabad, Uttar Pradesh, India",201009,Ghaziabad,Uttar Pradesh,070650 11332,https://restaurants.pizzahut.co.in/pizza-hut-sector-04-pizzerias-sector-04-ghaziabad-81394/Home
766,"Pizza Hut - Jaipuria Mall, Ghaziabad","Shop No H6B, UGF, Jaipuria Sunrise Plaza, Plot No 12A, Ahinsa Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh, India",201014,Ghaziabad,Uttar Pradesh,083769 05285,https://restaurants.pizzahut.co.in/pizza-hut-indirapuram-pizza-restaurant-indirapuram-ghaziabad-104906/Home
767,"Pizza Hut - Opulent Mall, Ghaziabad","No C115, Grand Trunk Rd, Gandhi Nagar, Nehru Nagar, Ghaziabad, Uttar Pradesh, India",201001,Ghaziabad,Uttar Pradesh,098990 67569,https://restaurants.pizzahut.co.in/pizza-hut-ph-opulent-mall-ghaziabad-pizzerias-nehru-nagar-ghaziabad-274265/Home
768,Pizza Hut - RDC Ghaziabad,"Shop No D 24, RDC, Raj Nagar, Ghaziabad, Uttar Pradesh, India",201012,Ghaziabad,Uttar Pradesh,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-raj-nagar-pizza-restaurant-raj-nagar-ghaziabad-1242/Home
769,"Pizza Hut - Shakti Khand 2, Indirapuram",,201014,Ghaziabad,Uttar Pradesh,,https://restaurants.pizzahut.co.in/pizza-hut-shakti-khand-2-indirapuram-in-uttar-pradesh-ghaziabad-indirapuram-76430/Home
770,"Pizza Hut - Shipra Mall Indirapuram, Ghaziabad","FC 6 & 7, 2nd Floor, Shipra Mall, Vaibhav Khand, Indrapuram, Ghaziabad, Uttar Pradesh, India",201014,Ghaziabad,Uttar Pradesh,085279 77880,https://restaurants.pizzahut.co.in/pizza-hut-ph-shipra-mall-indrapuram-pizza-restaurant-indrapuram-ghaziabad-172139/Home
771,"Pizza Hut - VVIP Mall, Ghaziabad","Shop No F109, F110 & F111, VVIP Style, Raj Nagar Extn, NH 8, Raj Nagar Extension, Ghaziabad, Uttar Pradesh, India",201001,Ghaziabad,Uttar Pradesh,098994 35778,https://restaurants.pizzahut.co.in/pizza-hut-nh-8-pizza-restaurant-nh-8-ghaziabad-23568/Home
772,"Pizza Hut - Vaishali, Ghaziabad","Ground Floor, Shopprix Mall Vaishali, No 127/128, Sector 5, Vaishali, Ghaziabad, Uttar Pradesh, India",201010,Ghaziabad,Uttar Pradesh,098994 46704,https://restaurants.pizzahut.co.in/pizza-hut-vaishali-sector-5-pizza-restaurant-vaishali-sector-5-ghaziabad-1440/Home
773,"Pizza Hut - Vasundhara, Ghaziabad","PN 12, No 512, GF, Maharaja Agarsain Marg, Sector 12, Vasundhara, Ghaziabad, Uttar Pradesh, India",201012,Ghaziabad,Uttar Pradesh,084472 23168,https://restaurants.pizzahut.co.in/pizza-hut-ph-sector-12-vasundhara-pizza-restaurant-sector-12-ghaziabad-125848/Home
774,"Pizza Hut - World Square Mall, Ghaziabad","Anchor 1B, PN 160, GF, World Square Mall, Katori Mill, Mohan Nagar, Sahibabad, Ghaziabad, Uttar Pradesh, India",201002,Ghaziabad,Uttar Pradesh,093196 84884,https://restaurants.pizzahut.co.in/pizza-hut-mohan-nagar-pizza-restaurant-mohan-nagar-ghaziabad-1439/Home
775,"Pizza Hut - City Mall, Gorakhpur","Shop No 7, 2nd Floor, City Mall, Food Court, Park Rd,Golghar, Civil Lines, Gorakhpur, Uttar Pradesh, India",273001,Gorakhpur,Uttar Pradesh,095826 21760,https://restaurants.pizzahut.co.in/pizza-hut-civil-lines-pizza-restaurant-civil-lines-gorakhpur-98971/Home
776,"Pizza Hut - Medical Road, Gorakhpur","Shop No 613/1, UGF, Rapti Complex, Medical College Road, Asuran Chowk, Gorakhpur, Uttar Pradesh, India",273006,Gorakhpur,Uttar Pradesh,089296 06483,https://restaurants.pizzahut.co.in/pizza-hut-ph-medical-road-gorakhpur-pizza-restaurant-asuran-chowk-gorakhpur-139620/Home
777,"Pizza Hut - Ramghar Tal, Gorakhpur",,273010,Gorakhpur,Uttar Pradesh,,https://restaurants.pizzahut.co.in/pizza-hut-ramghar-tal-gorakhpur-in-uttar-pradesh-gorakhpur-ramghar-tal-21903/Home
778,"Pizza Hut - Galaxy Blue Sapphire Plaza, Noida","UN G3C, GF, Galaxy Blue Sapphire Plaza, Plot No C03, Sector 4, Greater Noida, Uttar Pradesh, India",201016,Greater Noida,Uttar Pradesh,070650 12129,https://restaurants.pizzahut.co.in/pizza-hut-sector-4-pizza-restaurant-sector-4-greater-noida-105241/Home
779,"Pizza Hut - Grand Venice Mall, Noida","Site 4, The Grand Venice Mall, Plot No SH3, near Pari Chowk, Greater Noida, Uttar Pradesh, India",201308,Greater Noida,Uttar Pradesh,089290 36547,https://restaurants.pizzahut.co.in/pizza-hut-ph-grand-venice-greater-noida-pizzerias-greater-noida-greater-noida-188982/Home
780,"Pizza Hut - IThums Galleria, Greater Noida","No 3, Plot No C, IThums Galleria, Block I, Commercial Belt, Sector Alpha 2, Greater Noida, Uttar Pradesh, India",201310,Greater Noida,Uttar Pradesh,089290 39789,https://restaurants.pizzahut.co.in/pizza-hut-ithums-galleria-in-uttar-pradesh-greater-noida-sector-alpha-2-42314/Home
781,"Pizza Hut - India Expo Plaza, Greater Noida","India Expo Plaza, Plot No C 03 & 04, Sector, Knowledge Park II, Greater Noida, Uttar Pradesh, India",201310,Greater Noida,Uttar Pradesh,097110 93693,https://restaurants.pizzahut.co.in/pizza-hut-india-expo-plaza-greater-noida-in-uttar-pradesh-greater-noida-knowledge-park-ii-35471/Home
782,"Pizza Hut - Omaxe CP, Noida","Omaxe Connaught Place, Sector Beta 2, Greater Noida, Uttar Pradesh, India",201306,Greater Noida,Uttar Pradesh,098996 12636,https://restaurants.pizzahut.co.in/pizza-hut-sector-beta-2-pizzerias-sector-beta-2-greater-noida-31898/Home
